-0.1,-0.0035,0.007,-0.0035,53.04213715,-45.591473,17.397413,20.789808,7.14028825
-0.1,0.0055,-0.0095,-0.0005,48.87591553,-40.92616,16.20984,21.240187,7.001746284
-0.1,-0.0065,-0.001,-0.007,59.56142426,-53.265003,18.878912,18.814611,7.584450071
-0.1,-0.0005,0.0045,0.007,45.29294968,-36.034348,16.18525,22.158848,6.578939037
-0.1,-0.007,-0.01,0.0005,65.44277191,-58.60863,22.221806,18.81425,7.920208991
-0.1,0.003,0.01,0,45.20958328,-36.84251,15.330299,21.24895,6.646400877
-0.1,0.002,-0.004,-0.003,63.17831421,-57.00103,20.352472,18.11515,7.875255321
-0.1,0.0005,-0.008,-0.001,64.96015167,-58.58223,21.41962,18.142324,7.970421704
-0.1,0.005,-0.0015,0.001,45.09632492,-36.661076,15.329362,21.322636,6.691142429
-0.1,0.007,-0.006,0.0075,59.39339447,-51.726364,20.29726,20.975702,7.65407634
-0.1,0.009,0.001,0.003,44.51469421,-35.713833,15.422712,21.638391,6.662039662
-0.1,0,0.0025,-0.01,46.57725906,-39.748196,14.327521,19.602144,6.824771275
-0.1,0,-0.002,0.009,51.78442001,-42.419804,18.746855,23.037838,7.019773598
-0.1,0.0095,-0.0025,-8.50E-03,61.51461792,-56.206177,18.488163,16.825632,7.892164321
-0.1,0.0035,0,0.0055,58.54440689,-50.900352,19.851633,21.036018,7.550378592
-0.1,-0.0055,5.20E-18,-0.0045,64.62230682,-58.404022,21.085135,17.900545,7.861737377
-0.1,0.004,0.0095,0.0035,65.95869446,-59.138557,22.44029,18.697966,7.930166377
-0.1,0.0045,0.0055,-0.006,48.14836884,-40.8692,15.290735,20.351099,6.938115817
-0.1,0.0065,0,0.002,44.77893448,-36.164158,15.370256,21.472353,6.66912575
-0.1,0.01,-0.0005,0.0095,44.03046036,-34.28477,16.072855,22.469963,6.587851074
-0.1,-0.01,-0.0045,0.008,65.39207458,-57.47613,23.481394,20.524168,7.819556699
-0.1,0.001,-0.0065,5.20E-18,65.33383179,-58.856598,21.716112,18.24338,7.981063588
-0.1,-0.0025,-0.009,0.006,51.5892067,-42.7425,18.194666,22.438335,7.031765899
-0.1,5.20E-18,-0.0035,0.0065,45.86064529,-36.743908,16.255817,22.109554,6.65562686
-0.1,0.006,-0.007,-0.0065,62.05664063,-56.41125,19.166445,17.362165,7.894220601
-0.1,0,0.0085,-0.0055,62.05664063,-56.41125,19.166445,17.362165,7.894220601
-0.1,-0.0095,0.0035,-0.004,46.80565262,-39.176147,15.295117,20.544046,6.689309308
-0.1,-0.009,0.005,-0.0075,46.96924973,-39.79831,14.892696,20.010311,6.726943655
-0.1,-0.002,0.0075,0.0045,47.61223221,-38.727425,16.711246,22.087225,6.727025987
-0.1,-0.0085,0.003,0.0025,53.94431686,-45.573776,18.750477,21.941742,7.100181146
-0.1,-0.001,0.0015,0,65.83099365,-59.272762,22.064049,18.265749,7.939057454
-0.1,0.0015,5.00E-04,-0.005,54.70331192,-47.870617,17.336605,20.007463,7.35531134
-0.1,-0.004,-0.0075,-0.0095,55.24235153,-48.990643,16.962816,19.076094,7.38910109
-0.1,-0.0075,0.008,0.0015,56.20341492,-48.051544,19.46658,21.70081,7.243885736
-0.1,0.0075,0.006,0.004,48.50342941,-39.711044,16.860968,22.16581,6.895901874
-0.1,-0.008,0.002,-0.002,46.60383606,-38.702114,15.475711,20.846252,6.682153395
-0.1,0.008,0.0065,-0.0015,47.47728729,-39.47911,15.725208,21.170977,6.884672023
-0.1,-0.0045,0,-0.0025,46.2846756,-38.43217,15.281594,20.77769,6.70523673
-0.1,-0.006,-0.0085,-0.009,56.16014862,-49.886063,17.379923,19.059937,7.425646302
-0.1,-0.005,-0.003,0.0085,53.39035797,-44.14592,19.331526,22.977386,7.07294883
-0.1,0.0085,-0.005,0,46.27993774,-38.063023,15.50244,21.277054,6.832027867
-0.1,0.0035,0.0015,0.0095,44.7491188,-35.106407,16.29716,22.45944,6.572092904
-0.1,0.007,-0.003,0.0015,46.64414597,-38.20992,15.850817,21.550642,6.819391402
-0.1,-0.009,0.01,-0.007,47.03093719,-39.761806,15.015695,20.13546,6.708488425
-0.1,-0.006,0,-0.0035,46.45610046,-38.754246,15.211789,20.612602,6.711074473
-0.1,-0.0015,-0.0085,-0.008,62.5012207,-56.751617,19.512133,17.462334,7.854636037
-0.1,-0.0095,-0.0015,0.0075,46.3310585,-37.206875,16.50767,22.12944,6.590644611
-0.1,-0.0065,3.50E-03,0.004,51.06327057,-42.384995,17.873741,22.169783,6.924263953
-0.1,0.006,0.007,-0.0065,63.18670273,-57.59515,19.613424,17.049103,7.88082727
-0.1,0.0015,0.002,0,55.55020142,-48.064915,18.384912,20.918495,7.358926376
-0.1,0.001,-0.0005,-0.004,63.78707504,-57.723766,20.493006,17.798714,7.885848747
-0.1,0.0045,-0.0095,-0.006,48.46334457,-41.298325,15.28417,20.237057,7.013872202
-0.1,-0.0045,-0.006,0.0045,66.07498169,-58.81838,23.024641,19.395037,7.93158297
-0.1,-0.003,-0.0035,0.002,71.34576416,-64.43271,25.240276,17.365843,8.201510373
-0.1,0.0025,0.0095,-0.001,45.34475708,-37.13303,15.238398,21.096832,6.661518604
-0.1,-0.008,0.0065,0.0025,56.49438095,-48.207233,19.732265,21.870428,7.253027383
-0.1,-0.0085,-0.01,0.001,64.98822021,-58.030594,22.162306,19.098465,7.877984891
-0.1,-0.0075,0.004,-0.005,64.36920929,-58.11355,21.019608,18.010729,7.810289482
-0.1,0.01,0.0085,-0.0045,44.59758377,-36.837063,14.480878,20.549437,6.72467946
-0.1,0,0.0075,-0.009,46.29853058,-39.28355,14.423379,19.807144,6.77944017
-0.1,-0.005,0.0025,0.006,45.91426468,-36.88293,16.244743,21.997217,6.596810142
-0.1,0.008,-0.008,0.0055,48.77402115,-39.894302,17.043562,22.290503,6.96377574
-0.1,0.0005,0.001,-0.0095,46.81826401,-39.9443,14.4508505,19.686941,6.847543854
-0.1,-0.004,-0.005,-0.0075,55.8693924,-49.38548,17.481983,19.412466,7.404896189
-0.1,-0.001,0.0005,-0.0015,52.11213684,-44.37919,17.297342,21.141531,7.114968122
-0.1,0.0095,-0.004,0.007,44.62490845,-35.29385,15.92808,22.181585,6.661195047
-0.1,0.0055,-0.0075,0.008,65.81693268,-58.466988,22.97403,19.638582,8.02076607
-0.1,0.005,5.20E-18,-2.50E-03,48.62880707,-40.8943,15.915273,20.955217,6.96275238
-0.1,-0.0055,-0.009,0.005,63.16279984,-55.704422,21.879047,20.195635,7.77818396
-0.1,0.0085,-0.0025,0,47.58860779,-39.438656,15.903898,21.361977,6.915230438
-0.1,0.0065,0.006,5.20E-18,45.61423492,-37.276493,15.407087,21.301247,6.724041581
-0.1,5.20E-18,0.008,-0.0005,56.50524902,-49.1455,18.66476,20.716887,7.387257326
-0.1,0.002,-0.007,0.003,50.32987595,-41.888092,17.269218,21.914797,7.017681858
-0.1,0,0.009,0.0035,45.39343643,-36.57511,15.832755,21.728996,6.603083972
-0.1,0.009,-0.001,-0.0055,65.77515411,-60.375477,20.59825,16.02762,8.0792747
-0.1,-0.0035,0,0.0005,65.9000473,-59.17998,22.299501,18.52777,7.920698847
-0.1,0.003,0.005,-0.003,55.9487648,-49.14542,17.790348,19.962357,7.429535246
-0.1,0.004,-0.0065,0.009,44.80094147,-35.298172,16.185219,22.34283,6.61556742
-0.1,-0.0005,0,0,69.45246887,-62.916557,23.825098,17.24867,8.113639684
-0.1,-0.0025,-0.0045,-0.002,46.02351379,-38.11649,15.221395,20.823212,6.720005723
-0.1,-0.01,0.0055,-0.0085,44.20817184,-37.114803,13.885832,19.596874,6.54784611
-0.1,-0.002,-0.0055,0.01,57.09012985,-48.08545,20.67639,22.793842,7.367681225
-0.09,0,-0.005,-0.0045,46.97438049,-39.519447,15.107484,20.41003,6.840535894
-0.09,0.0095,0.0035,-0.005,44.6530571,-37.088562,14.319449,20.329475,6.764135973
-0.09,0.00E+00,-0.002,-0.009,49.67725754,-43.09015,15.175967,19.513046,7.056068019
-0.09,-0.003,0.0065,0.0055,52.43618774,-43.44906,18.699858,22.62849,7.01443446
-0.09,0.0015,0.008,0.0045,50.48404312,-41.600803,17.790842,22.39414,6.948952556
-0.09,-0.0025,-0.009,0,65.18177795,-58.552204,21.85088,18.516006,7.957390846
-0.09,-0.002,0.0005,0.007,52.29209137,-43.104828,18.815565,22.856312,7.02709325
-0.09,-0.0065,0,-0.0005,59.52721405,-52.390404,19.822489,20.144571,7.535394012
-0.09,-0.0015,0.009,-0.0025,55.43273544,-48.10991,18.219948,20.646032,7.309266999
-0.09,0.004,-0.0095,0.004,49.75338364,-41.10472,17.236887,22.106354,7.010794568
-0.09,0.008,-0.008,0.0065,44.32775879,-35.012074,15.815202,22.11299,6.649765525
-0.09,0.0065,-0.0035,1.00E-03,47.74816513,-39.44721,16.128183,21.533386,6.909038717
-0.09,0.0045,0.01,-0.0015,45.81583023,-37.700703,15.290253,21.070253,6.722957255
-0.09,-0.01,5.00E-03,0.005,46.63819504,-37.733425,16.448946,21.925825,6.587377332
-0.09,0.005,-0.0075,-0.003,48.48234177,-40.928963,15.691202,20.715784,7.002352604
-0.09,-0.005,0,-0.0035,52.17892838,-44.765324,17.04935,20.68879,7.094056525
-0.09,0.0055,-0.0055,0,46.93728638,-38.772263,15.728437,21.270561,6.860229188
-0.09,-0.004,-0.007,-0.008,46.42853546,-39.497177,14.429814,19.681524,6.800294924
-0.09,0.002,0.003,-0.006,48.94171524,-41.81312,15.45832,20.198877,6.982868169
-0.09,-0.0085,-0.0065,0,64.92913055,-58.043823,22.072992,18.960192,7.86392831
-0.09,0.0085,-0.001,0.003,45.32538605,-36.531975,15.709033,21.749294,6.733118181
-0.09,0,0.0045,-0.0065,62.6764679,-56.868095,19.676077,17.527449,7.811598423
-0.09,-0.0095,-0.003,0.008,64.75228119,-56.66885,23.381807,20.851622,7.77896032
-0.09,0.0075,0.0015,-0.002,46.07318497,-38.12785,15.190097,20.93482,6.817191479
